"group","post-operative","code","dx","number","admitdiagnosis","admitdxpath","numobs","possible group",
"Muscoskeletal/Skin disease",1,"1902.04","Knee replacement (non-traumatic)","1","S-TOTALKNE","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Knee replacement, total (non-traumatic)",77,,
"Muscoskeletal/Skin disease",1,"1902.05","Orthopedic surgery, other","1","S-ORTHOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Orthopedic surgery, other",256,,
"Muscoskeletal/Skin disease",1,"1903.01","Cosmetic surgery (all)","1","S-COSMETIC","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Cosmetic surgery (all)",99,,
"Muscoskeletal/Skin disease",1,"1903.02","Grafting skin (all)","1","S-SKINGRAF","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Grafting, skin (all)",98,,
"Muscoskeletal/Skin disease",1,"1903.03","Skin surgery, other","1","S-SKINOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Skin surgery, other",97,,
"Muscoskeletal/Skin disease",1,"1904.01","Cellulitis and localized soft tissue infections, surgery for","1","S-CELLINFX","admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Cellulitis and localized soft tissue infections, surgery for",439,,
"Hematological",1,"2101.01","Haematologic surgery, other","1","S-HEMOTHER","admission diagnosis|All Diagnosis|Operative|Diagnosis|Hematology|Hematologic surgery, other",10,,
"Hematological",1,"2101.02","Lymphoma, Hodgkins, surgery for (including staging)","1","S-HODGKINL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Hematology|Lymphoma, Hodgkins, surgery for (including staging)",0,,
"Hematological",1,"2101.03","Lymphoma, non-Hodgkins, surgery for (including staging)","1","S-NONHODGL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Hematology|Lymphoma, non-Hodgkins, surgery for (including staging)",3,,
"Metabolic",1,"2201.01","Adrenalectomy","1","S-ADRENAL","admission diagnosis|All Diagnosis|Operative|Diagnosis|Metabolic/Endocrine|Adrenalectomy",29,,
"Metabolic",1,"2201.02","Metabolic/Endocrine surgery, other","1","S-METENOTH","admission diagnosis|All Diagnosis|Operative|Diagnosis|Metabolic/Endocrine|Metabolic/endocrine surgery, other",19,,
"Metabolic",1,"2201.03","Pathyroidectomy","1","S-PARATHYR","admission diagnosis|All Diagnosis|Operative|Diagnosis|Metabolic/Endocrine|Parathyroidectomy",15,,
"Metabolic",1,"2201.04","Thyroidectomy and parathyroidectomy","1","S-THYPARA","admission diagnosis|All Diagnosis|Operative|Diagnosis|Metabolic/Endocrine|Thyroidectomy and Parathyroidectomy",8,,
"Metabolic",1,"2201.05","Thyroidectomy","1","S-THYROID","admission diagnosis|All Diagnosis|Operative|Diagnosis|Metabolic/Endocrine|Thyroidectomy",101,,
